Accession	Sample1-rep1	Sample1-rep2	Sample1-rep3	Sample2-rep1	Sample2-rep2	Sample2-rep3	Ratio	Fold_Change	P-val
O75594	 268474.754369667 	 227041.626123042 	 965090.281445074 	 772490.930783529 	 75695.7533441509 	 484187.769456576 	 1.09624337062945 	 1.09624337062945 	 0.898258030954249 
"O75643;O75643-2"	 466342.791832961 	 429251.813368421 	 581769.124606281 	 504850.636070398 	 717036.830915211 	 784313.253307967 	 0.736398763525254 	 -1.35795991184565 	 0.16062833109206 
O75663	 690518.608672844 	 616880.764607562 	 726846.194549451 	 422879.592348467 	 517987.206320041 	 289900.59500314 	 1.65282699094039 	 1.65282699094039 	 0.0377590788896623 
O75694	 292496.523365312 	 61411.0399457973 	 338992.938944392 	 8554.68215671484 	 445679.671553897 	 101634.096588034 	 1.24651885150746 	 1.24651885150746 	 0.78947083706634 
O75718	 72440.033654951 	 266287.829070917 	 312338.536429342 	 793533.803454951 	 245627.918358765 	 133592.924481971 	 0.555159940070753 	 -1.80128270759694 	 0.491258248148492 
O75747	 255970.17902611 	 456580.832385342 	 215371.425022385 	 753765.654110348 	 35408.6733795691 	 292402.526642297 	 0.857934813313234 	 -1.16558972136604 	 0.835829620118843 
O75828	 25646.4850442297 	 834798.498279669 	 293410.255968293 	 999316.360323605 	 717288.031594263 	 719213.849409105 	 0.473703341125978 	 -2.11102585348676 	 0.206954903645495 
O75874	 465834.855067477 	 87532.8576282457 	 316236.767300171 	 991196.532608884 	 118597.764842567 	 73340.4740830417 	 0.735000357455509 	 -1.36054355600845 	 0.767883959480236 
O75891	 368746.495948253 	 427846.308309274 	 509186.548241013 	 723242.232210591 	 246365.544672283 	 298233.199569042 	 1.02992360773257 	 1.02992360773257 	 0.94209868983802 
"O75914-3;Q13153;Q13153-2;Q13177"	 596200.564224897 	 212399.051861507 	 363540.870770349 	 986843.987987603 	 473441.799181165 	 252916.160057015 	 0.684181154915694 	 -1.46160120432318 	 0.51425822723473 
O75915	 521264.28907158 	 178230.816112294 	 42309.7974918987 	 558219.933981733 	 551617.57266553 	 590399.121502998 	 0.436295095867218 	 -2.29202667981476 	 0.153303682538876 
"O75923-10;O75923-14;O75923-8"	 459232.808722697 	 870950.494560811 	 682248.447207964 	 334305.012554375 	 928600.555036623 	 576332.552461938 	 1.09416596391203 	 1.09416596391203 	 0.798242559399212 
O75955	 210829.472395125 	 56799.2687754205 	 24597.3851158527 	 576146.116183371 	 837469.002730038 	 17568.7838273034 	 0.204184888976732 	 -4.89752206939249 	 0.253885990399579 
O75962	 224698.354931368 	 572676.408232944 	 883519.185430159 	 48691.1266823744 	 211346.408262739 	 782563.019871527 	 1.61221278928831 	 1.61221278928831 	 0.508577684795545 
O75964	 395086.352857511 	 152312.782082801 	 586155.933636564 	 611739.606328915 	 504309.345732704 	 345952.881545642 	 0.775344491723383 	 -1.28974928006165 	 0.50658206581947 
"O76014;O76015"	 711847.346038496 	 730939.324612109 	 903239.063579687 	 791231.090874806 	 399932.954052737 	 768012.071420647 	 1.19745525410098 	 1.19745525410098 	 0.429332733311873 
O76021	 421869.082577542 	 110561.65646678 	 886516.710820405 	 43910.8244526735 	 688895.533030696 	 934953.691089242 	 0.850810313557495 	 -1.17535011513753 	 0.823852637547261 
O76094	 13381.138640836 	 102800.150386622 	 7243.7088175632 	 66037.910152318 	 791214.44657301 	 128085.951643479 	 0.125261543976045 	 -7.98329613589339 	 0.340965867172506 
"O94855-2;O94855"	 504846.751170483 	 836294.101478755 	 799940.728239749 	 54223.7065491363 	 168387.185640102 	 321253.449175966 	 3.93679345756417 	 3.93679345756417 	 0.0178229744137047 
O94885	 591721.391658949 	 35229.9275690773 	 947563.765835846 	 113471.059344575 	 615293.765115393 	 271717.56508994 	 1.57375592165316 	 1.57375592165316 	 0.571971649501419 
O94903	 800971.295524797 	 469178.722951343 	 812466.846122208 	 564652.59840535 	 128494.203508446 	 595220.599367564 	 1.61647746017717 	 1.61647746017717 	 0.237515743980234 
"O94905;O75477"	 968118.074311713 	 549820.370485354 	 562162.533805051 	 75454.0838245292 	 828374.601658994 	 105364.334943455 	 2.06115275918382 	 2.06115275918382 	 0.291284091674145 
"O94915;Q5TBA9;Q6SJ93;Q6SJ93-2"	 904231.572493817 	 277278.547475288 	 853151.06332417 	 399070.114962458 	 592823.449782457 	 762819.824548885 	 1.15954046723958 	 1.15954046723958 	 0.708253627924055 
"O94972;O94972-2"	 127845.678376361 	 750475.109027098 	 784855.880496822 	 256823.206598287 	 895267.832528121 	 28640.5766643367 	 1.40859840259841 	 1.40859840259841 	 0.658001387454133 
"O94973;O94973-2"	 615180.692721314 	 465197.34081069 	 567084.607632468 	 301634.739542468 	 353828.200882123 	 869350.341833476 	 1.08043565748901 	 1.08043565748901 	 0.844872425599977 
"O94979;O94979-2;O94979-3;O94979-8;O94979-9"	 598783.263133903 	 174997.014834964 	 325437.558305011 	 745371.838982739 	 550697.93018383 	 397375.504606447 	 0.649101481635015 	 -1.54059115299061 	 0.285460262644201 
"O95155-2;O95155;O95155-3"	 529039.402867132 	 720340.158432426 	 747509.717319853 	 356942.017110223 	 924374.405092709 	 744739.375143484 	 0.985604286532875 	 -1.01460597692586 	 0.960943107458013 
"O95197;O95197-2;O95197-3;O95197-6;Q16799;Q16799-3"	 184655.422269573 	 191465.760291135 	 321782.558661319 	 134313.814253045 	 877237.406427595 	 993475.15244526 	 0.348077087950705 	 -2.8729268159748 	 0.24489736475626 
O95202	 583679.553703019 	 871479.430104212 	 754407.743334947 	 789136.92169829 	 599916.818678915 	 415548.529282428 	 1.2244064879509 	 1.2244064879509 	 0.381703464045094 
O95219	 594558.058436322 	 596932.600907324 	 260142.601713345 	 435629.729410659 	 830276.199050407 	 54777.3494366381 	 1.09915320754855 	 1.09915320754855 	 0.872859470449552 
O95271	 79853.0736124317 	 607187.640776867 	 393934.473513442 	 44674.902370264 	 192237.954214488 	 990035.789651373 	 0.881027246917642 	 -1.1350386761574 	 0.89247122774932 
O95299	 832875.826787135 	 821507.547726214 	 873929.15000811 	 987603.298172195 	 484711.099125978 	 873616.411969615 	 1.07774385950905 	 1.07774385950905 	 0.728881950479969 
O95302	 459989.019928855 	 395975.683431604 	 7879.18210082372 	 85217.0612800823 	 225095.191297824 	 907863.836602621 	 0.709128912587994 	 -1.41018083207249 	 0.710774920965834 
O95336	 538361.014703195 	 882273.806994709 	 311237.962310589 	 418340.271526013 	 568583.220369287 	 267141.707689713 	 1.38100697203111 	 1.38100697203111 	 0.457450615521884 
"O95340-2;O95340"	 780898.149848203 	 351684.18122002 	 942151.615480132 	 169791.598167107 	 804177.68027617 	 50534.603600204 	 2.02511086869684 	 2.02511086869684 	 0.302552377910141 
O95372	 307973.596744452 	 326508.549297917 	 417758.447225887 	 376347.534428602 	 553618.979698163 	 150725.37382456 	 0.973673074629066 	 -1.02703877313334 	 0.943930330471956 
O95373	 769193.248100541 	 984442.308057177 	 888401.071475546 	 901562.191174358 	 367156.511816402 	 836032.409293414 	 1.2552727076438 	 1.2552727076438 	 0.403673572063228 
O95394	 598901.572276551 	 184907.906949685 	 214355.258534474 	 155774.92161337 	 363312.406044362 	 43424.837964694 	 1.77447671137251 	 1.77447671137251 	 0.428644842015141 
O95406	 144976.120585405 	 995469.858169648 	 367027.085970846 	 112191.321609037 	 426240.481267177 	 899342.430979549 	 1.04847689520991 	 1.04847689520991 	 0.94918660042654 
O95433	 556721.002395373 	 646348.566465195 	 965581.346627693 	 937367.462328648 	 440897.570675756 	 282714.975001032 	 1.30564540514395 	 1.30564540514395 	 0.514873962204687 
O95447	 736057.231077126 	 301459.25250811 	 106781.56267328 	 241720.66420849 	 501926.791900879 	 462848.132266324 	 0.948447766642137 	 -1.0543543199436 	 0.925635696728023 
"O95456;O95456-2"	 364582.427762838 	 704917.395495933 	 592096.573137205 	 112354.315435133 	 113380.735603685 	 779135.485174753 	 1.65354275651966 	 1.65354275651966 	 0.439792331341769 
"O95466-2;O95466;O95466-3"	 242127.58534511 	 400081.487640775 	 959050.854155744 	 303420.990674149 	 19604.8093182385 	 696165.949126465 	 1.57110762378719 	 1.57110762378719 	 0.54424284434084 
O95479	 539979.643441254 	 631721.209308784 	 55264.0957711284 	 201234.477314666 	 33685.7027320855 	 618289.45741949 	 1.43805800431985 	 1.43805800431985 	 0.64362278624653 
"O95487;O95486;O95487-2"	 314435.51748455 	 864759.524678192 	 486986.753892952 	 704584.537014647 	 948763.908884059 	 740260.806060664 	 0.696095987551763 	 -1.436583485443 	 0.274271249808483 
O95613	 622089.687515894 	 721233.027361047 	 851642.765719496 	 737200.471970432 	 19275.6069003383 	 893819.874438085 	 1.33004354533835 	 1.33004354533835 	 0.573444027406283 
O95747	 797035.566282543 	 278648.736292247 	 59497.681055044 	 397497.968182627 	 906898.066387389 	 216331.963366346 	 0.746472732250793 	 -1.33963366214967 	 0.691371193349351 
O95757	 825492.647188126 	 686272.033785752 	 860917.728976117 	 73005.1122653966 	 969342.577713566 	 739315.204148341 	 1.33172353634956 	 1.33172353634956 	 0.54203051728193 
"O95782;O95782-2"	 894934.967822375 	 140569.634546391 	 615847.459411383 	 203117.409404702 	 882515.331838495 	 737563.663877628 	 0.905745567039286 	 -1.10406281453722 	 0.858811221302897 
O95786	 515155.327863876 	 472095.232151585 	 802369.67329243 	 393554.538771438 	 841205.864354873 	 303918.396869726 	 1.16308890023863 	 1.16308890023863 	 0.695301129623607 
O95810	 795414.484365696 	 117836.586773149 	 548255.097133082 	 761376.946680758 	 764760.598113628 	 359556.794720498 	 0.775049347948891 	 -1.2902404248793 	 0.590474121378953 
O95816	 16284.1215890849 	 194545.699747629 	 889994.399822994 	 650819.492132156 	 810575.664415931 	 168195.236968999 	 0.675522036420353 	 -1.48033660796483 	 0.623273660747669 
"O95819-3;Q6ZXV5;Q6ZXV5-2;Q9NRD5;rP61129"	 735367.895315051 	 376983.293915378 	 835298.128223316 	 401650.282038091 	 649123.941070975 	 896774.50509448 	 1.00005164915709 	 1.00005164915709 	 0.999873935849435 
"O95831;O95831-3"	 992372.377282692 	 715292.121493606 	 698310.767413888 	 633588.263013187 	 852490.666380066 	 529238.006880625 	 1.19384461217231 	 1.19384461217231 	 0.388577778447908 
"O95841;Q9UKU9"	 468164.714468644 	 316878.84793316 	 779115.117450258 	 227215.392043582 	 994324.328838956 	 133752.200874131 	 1.15411200697239 	 1.15411200697239 	 0.834231254142237 
"O95876;O95876-3"	 27335.6430233581 	 13638.8719196449 	 81256.5761173107 	 192365.287641303 	 609736.811263405 	 138181.73339777 	 0.129993824057366 	 -7.69267315006216 	 0.206818998218067 
O95980	 597228.324935119 	 999883.461901298 	 432018.378362739 	 51794.1859038239 	 922654.34302736 	 887092.931538731 	 1.0900268451109 	 1.0900268451109 	 0.875852426791151 
"O95983;O95983-2"	 915979.617419036 	 409436.210898465 	 127721.62295914 	 274988.41756731 	 173248.585712131 	 264214.344072246 	 2.03963043466508 	 2.03963043466508 	 0.396553377669272 
O96008	 122781.60288599 	 1315.95566089382 	 754945.874531857 	 466653.527059549 	 313258.979244049 	 340271.574319272 	 0.784731231486484 	 -1.2743216529126 	 0.765872636800596 
O96013	 110383.528002253 	 872213.720691107 	 463908.464167476 	 710617.254314783 	 606429.058141457 	 306779.234477814 	 0.890801179715385 	 -1.12258495248009 	 0.828631979397286 
O96019	 804328.374011635 	 652893.782111725 	 312536.150448127 	 719006.651185141 	 196197.216149026 	 590155.120196158 	 1.17563871556972 	 1.17563871556972 	 0.70193714019154 
"P00325;P00326;P07327"	 545168.985052798 	 586757.058857738 	 599037.880172577 	 315769.622522466 	 99836.946771899 	 835347.983824062 	 1.38371447609196 	 1.38371447609196 	 0.540084679364229 
"P00338-3;P00338-2;P07864;Q6ZMR3"	 918413.379329517 	 483345.439855147 	 973281.843791799 	 959671.637307285 	 296570.912261138 	 473222.374007148 	 1.37328062026618 	 1.37328062026618 	 0.443288594385724 
P00352	 269694.564546997 	 756421.070818579 	 786298.327285509 	 228990.782912476 	 160177.391085899 	 203234.159616219 	 3.05943082903216 	 3.05943082903216 	 0.133898804221925 
"P00367;P49448"	 320061.633662345 	 321354.215961868 	 283393.726425993 	 548867.596073063 	 959397.516226347 	 995195.146887691 	 0.36941252518644 	 -2.70700079672531 	 0.0656622052213091 
P00387-3	 843274.851596535 	 618919.127900934 	 599945.477262518 	 823700.408859633 	 379489.864529846 	 723962.773526223 	 1.07004446795771 	 1.07004446795771 	 0.790131350614736 
"P00390;P00390-2;P00390-3;P00390-4;P00390-5"	 556815.017618949 	 802531.170871688 	 781151.395807373 	 156437.373873318 	 575177.449424738 	 96381.9621820511 	 2.58515204628102 	 2.58515204628102 	 0.0817044318968651 
P00403	 274036.475878288 	 594654.814839701 	 289936.25397833 	 171997.027188396 	 893881.887094912 	 134795.081766985 	 0.964980959450868 	 -1.03628987723142 	 0.961953624845472 
P00450	 705214.840881054 	 751696.669412676 	 653839.55995523 	 325565.930683262 	 602878.985218814 	 832776.257352219 	 1.19845883203233 	 1.19845883203233 	 0.512005882948956 
P00480	 774353.534315327 	 891385.870529314 	 239178.690131775 	 309930.708344487 	 51147.7070026583 	 250993.566780792 	 3.11224521069198 	 3.11224521069198 	 0.153495667686895 
P00488	 804656.916443733 	 64997.3796500797 	 361574.088620972 	 957608.712844092 	 866502.406625735 	 185223.163228081 	 0.612754381048847 	 -1.63197527578392 	 0.470094834163179 
P00491	 481659.264987681 	 780820.671734262 	 945686.201223654 	 834428.476818725 	 476567.896254611 	 764153.692955414 	 1.06409949530609 	 1.06409949530609 	 0.81242241210985 
P00492	 367696.634369579 	 510351.666331346 	 289633.230543673 	 570846.612109895 	 123275.11480673 	 324975.271657666 	 1.14580018671253 	 1.14580018671253 	 0.755067398326491 
P00505	 794829.259992956 	 620865.066148776 	 345823.605299562 	 452755.519668759 	 945730.864098599 	 291253.228920137 	 1.04247892291501 	 1.04247892291501 	 0.924909593372 
P00558	 845273.756549493 	 432445.326799622 	 344189.972392847 	 736106.205331833 	 167212.547476803 	 595889.62257591 	 1.08184364653509 	 1.08184364653509 	 0.867871905415958 
P00568	 16276.272327691 	 786630.707094107 	 80766.4494823719 	 269680.968816319 	 736216.429380505 	 139141.023231783 	 0.771741290394129 	 -1.29577102125675 	 0.791288671776278 
P00734	 569919.010589053 	 783160.075938985 	 946002.168754443 	 525004.847971748 	 434445.518723374 	 713775.873806033 	 1.37404087960865 	 1.37404087960865 	 0.206288856293986 
P00736	 392383.367904364 	 776051.747396479 	 428568.893023358 	 567121.636838598 	 60634.2730407327 	 866428.497758233 	 1.06881319344592 	 1.06881319344592 	 0.905280805175591 
P00738	 597057.910840106 	 772331.462097886 	 23794.7038268477 	 395060.801002679 	 893400.517131145 	 174090.738474473 	 0.952570590885959 	 -1.04979096517134 	 0.944206655814397 
P00739	 249019.563291058 	 237569.257109474 	 571250.822849017 	 442412.684803188 	 884548.084253299 	 182379.19118762 	 0.700862410797409 	 -1.42681357224201 	 0.562507495549406 
P00740	 781241.201041615 	 474159.585742389 	 773096.650990233 	 791094.045282995 	 766784.887285815 	 227860.866839514 	 1.13594233518587 	 1.13594233518587 	 0.724571270117776 
"P00747;Q02325"	 87283.6442830421 	 196711.457198477 	 453986.632621258 	 515766.394278476 	 64201.5923010725 	 235048.773729491 	 0.905480439227959 	 -1.10438608795639 	 0.887958808525711 
"P00751;P00751-2"	 568035.025223932 	 51199.2580461059 	 479415.044813782 	 87535.5548882754 	 64690.8999728085 	 560729.091354913 	 1.54097872429058 	 1.54097872429058 	 0.601663760552605 
P00846	 88637.7521548187 	 869572.573977964 	 829110.770887893 	 2998.66891708178 	 970059.136595957 	 768248.04188171 	 1.02642571360728 	 1.02642571360728 	 0.970462692955112 
P00915	 215867.23770178 	 495856.125405671 	 350244.296230828 	 700244.601844607 	 318657.880365499 	 304036.186873375 	 0.802733856191534 	 -1.24574289758298 	 0.605184617855992 
P00918	 740545.235428552 	 580244.081973219 	 932571.309967311 	 700920.779349783 	 250635.662441452 	 766917.599869473 	 1.31125671540052 	 1.31125671540052 	 0.413763927067765 
P00966	 888042.55766182 	 16997.8947776622 	 548967.529433998 	 515809.106366624 	 991051.523110769 	 21281.072216541 	 0.951487666531005 	 -1.05098577225479 	 0.95100110987651 
P01008	 103214.047002698 	 749196.298430757 	 454214.324821709 	 936688.889215395 	 685629.758876485 	 61878.1990863645 	 0.775814699121616 	 -1.28896758611587 	 0.716214672391799 
P01009	 432891.333686561 	 895936.836938187 	 118694.162963487 	 306473.82844795 	 327965.9264193 	 984416.344935185 	 0.894163683705359 	 -1.11836346993658 	 0.865765619606576 
"P01011;P01011-2"	 479659.765854647 	 110541.766786225 	 997580.001690429 	 525310.996512678 	 922299.591490392 	 396662.532674039 	 0.860925378421371 	 -1.16154085483418 	 0.793837656936592 
P01019	 633708.013052415 	 717759.362510634 	 895309.809664712 	 92600.0203101031 	 482796.870501273 	 562945.052253896 	 1.97372784066776 	 1.97372784066776 	 0.109017320163555 
"P01023;P20742;P20742-2"	 997923.920958636 	 196088.122187792 	 771700.907980552 	 342954.446675839 	 642035.685094952 	 895023.12305451 	 1.04558462344971 	 1.04558462344971 	 0.926188407363655 
P01024	 796388.034322045 	 948838.016608464 	 937650.806581549 	 349024.631602418 	 97705.1945667231 	 327911.832110629 	 3.4633779746236 	 3.4633779746236 	 0.00485468618782864 
P01031	 306816.179308779 	 563469.308612366 	 436304.482386882 	 475737.851340858 	 834057.01857133 	 157506.520528703 	 0.890471431990824 	 -1.12300065344522 	 0.816856735185685 
P01033	 231393.079470944 	 358468.421196929 	 691658.085012 	 257392.057652631 	 807337.378544367 	 896541.129688729 	 0.653412949732985 	 -1.53042574440658 	 0.409189464020526 
"P01042-2;P01042"	 927857.548989523 	 552597.754441188 	 705269.086275538 	 847931.610403688 	 125717.436560599 	 105071.638109358 	 2.02621903885808 	 2.02621903885808 	 0.268643661555435 
P01596	 814431.015500888 	 634505.871951581 	 394320.764452382 	 975015.568024072 	 815977.719323398 	 654473.85996219 	 0.753744598013791 	 -1.32670934244189 	 0.264046141271573 
